Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_ARQK01000049.1	62633	63199		minus	LPS assembly lipoprotein LptE	lptE	0	protein-coding		WP_019624780.1	188	G372_RS0106905
NZ_ARQK01000049.1	63196	65787		minus	leucine--tRNA ligase	leuS	0	protein-coding		WP_019624781.1	863	G372_RS0106910
NZ_ARQK01000049.1	65997	66851		plus	DUF2189 domain-containing protein		0	protein-coding		WP_019624782.1	284	G372_RS0106915
NZ_ARQK01000049.1	66938	69352		minus	ATP-binding protein		0	protein-coding		WP_019624783.1	804	G372_RS0106920
NZ_ARQK01000049.1	69548	70111		plus	zinc ribbon-containing protein		0	protein-coding		WP_018864741.1	187	G372_RS0106925
NZ_ARQK01000049.1	70159	71661		minus	apolipoprotein N-acyltransferase	lnt	0	protein-coding		WP_019624784.1	500	G372_RS0106930
NZ_ARQK01000049.1	71661	72593		minus	transporter associated domain-containing protein		0	protein-coding		WP_018864739.1	310	G372_RS0106935
NZ_ARQK01000049.1	72586	73101		minus	rRNA maturation RNase YbeY	ybeY	0	protein-coding		WP_019624785.1	171	G372_RS0106940
NZ_ARQK01000049.1	73088	74083		minus	PhoH family protein		0	protein-coding		WP_018864737.1	331	G372_RS0106945
NZ_ARQK01000049.1	74087	75439		minus	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	miaB	0	protein-coding		WP_019624786.1	450	G372_RS13545
NZ_ARQK01000049.1	75476	75958		minus	single-stranded DNA-binding protein	ssb	0	protein-coding		WP_012983503.1	160	G372_RS0106955
NZ_ARQK01000050.1	736	1425		minus	glutathione S-transferase family protein		0	protein-coding		WP_019624728.1	229	G372_RS0106960
NZ_ARQK01000050.1	1535	1960		plus	RNA-binding S4 domain-containing protein		0	protein-coding		WP_019624727.1	141	G372_RS0106965
NZ_ARQK01000050.1	1981	2427		plus	NUDIX hydrolase		0	protein-coding		WP_019624726.1	148	G372_RS0106970
NZ_ARQK01000050.1	2504	3889		plus	polynucleotide adenylyltransferase PcnB	pcnB	0	protein-coding		WP_019624725.1	461	G372_RS0106975
NZ_ARQK01000050.1	3886	4416		plus	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK	0	protein-coding		WP_018863496.1	176	G372_RS0106980
NZ_ARQK01000050.1	4413	5063		plus	deoxynucleoside kinase		0	protein-coding		WP_017925772.1	216	G372_RS0106985
NZ_ARQK01000050.1	5100	5894		plus	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	0	protein-coding		WP_018863497.1	264	G372_RS0106990
NZ_ARQK01000050.1	5946	6827		plus	pantoate--beta-alanine ligase	panC	0	protein-coding		WP_019624724.1	293	G372_RS0106995
NZ_ARQK01000050.1	6920	7300		plus	aspartate 1-decarboxylase		0	protein-coding		WP_019624723.1	126	G372_RS0107000
NZ_ARQK01000050.1	7464	8624		plus	ADP-forming succinate--CoA ligase subunit beta	sucC	0	protein-coding		WP_018863500.1	386	G372_RS0107005
NZ_ARQK01000050.1	8621	9496		plus	succinate--CoA ligase subunit alpha	sucD	0	protein-coding		WP_018873353.1	291	G372_RS0107010
NZ_ARQK01000050.1	9506	11200		plus	NAD+ synthase		0	protein-coding		WP_018863502.1	564	G372_RS0107015
NZ_ARQK01000050.1	11645	11983		plus	P-II family nitrogen regulator		0	protein-coding		WP_012983402.1	112	G372_RS0107020
NZ_ARQK01000050.1	12161	13000		minus	outer membrane protein assembly factor BamD		0	protein-coding		WP_019624722.1	279	G372_RS0107025
NZ_ARQK01000050.1	13099	14058		plus	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	rluD	0	protein-coding		WP_019624721.1	319	G372_RS0107030
NZ_ARQK01000050.1	14048	14833		plus	peptidoglycan editing factor PgeF	pgeF	0	protein-coding		WP_019624720.1	261	G372_RS0107035
NZ_ARQK01000050.1	14947	17529		plus	ATP-dependent chaperone ClpB	clpB	0	protein-coding		WP_018863506.1	860	G372_RS0107040
NZ_ARQK01000050.1	17636	18985		minus	NADP-specific glutamate dehydrogenase	gdhA	0	protein-coding		WP_018863507.1	449	G372_RS0107045
NZ_ARQK01000050.1	19096	20373		plus	alpha/beta hydrolase		0	protein-coding		WP_051080819.1	425	G372_RS0107050
NZ_ARQK01000050.1	20473	21636		plus	putative zinc-binding peptidase		0	protein-coding		WP_019624718.1	387	G372_RS0107055
NZ_ARQK01000050.1	21663	23339		plus	BCCT family transporter		0	protein-coding		WP_019624717.1	558	G372_RS0107060
NZ_ARQK01000050.1	23454	23744		plus	hypothetical protein		0	protein-coding		WP_018863511.1	96	G372_RS0107065
NZ_ARQK01000050.1	23774	24352		minus	hypothetical protein		0	protein-coding		WP_019624716.1	192	G372_RS0107070
NZ_ARQK01000050.1	24436	25434		minus	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase		0	protein-coding		WP_018863513.1	332	G372_RS0107075
NZ_ARQK01000050.1	25451	25987		minus	protein-export chaperone SecB	secB	0	protein-coding		WP_018863514.1	178	G372_RS0107080
NZ_ARQK01000050.1	26060	26338		minus	glutaredoxin domain-containing protein		0	protein-coding		WP_019624715.1	92	G372_RS0107085
NZ_ARQK01000050.1	26338	26766		minus	rhodanese-like domain-containing protein		0	protein-coding		WP_018863516.1	142	G372_RS0107090
NZ_ARQK01000050.1	26794	27129		minus	metalloregulator ArsR/SmtB family transcription factor		0	protein-coding		WP_018863517.1	111	G372_RS0107095
NZ_ARQK01000050.1	27207	28406		plus	peptidoglycan DD-metalloendopeptidase family protein		0	protein-coding		WP_038070665.1	399	G372_RS0107100
NZ_ARQK01000050.1	28548	29837		plus	S41 family peptidase		0	protein-coding		WP_018863519.1	429	G372_RS0107105
NZ_ARQK01000050.1	29860	30414		plus	DJ-1/PfpI family protein		0	protein-coding		WP_018863520.1	184	G372_RS0107110
NZ_ARQK01000050.1	30562	31299		plus	YebC/PmpR family DNA-binding transcriptional regulator		0	protein-coding		WP_018863521.1	245	G372_RS0107115
NZ_ARQK01000050.1	31319	31834		plus	crossover junction endodeoxyribonuclease RuvC	ruvC	0	protein-coding		WP_018863522.1	171	G372_RS0107120
NZ_ARQK01000050.1	31831	32436		plus	Holliday junction branch migration protein RuvA	ruvA	0	protein-coding		WP_018863523.1	201	G372_RS0107125
NZ_ARQK01000050.1	32486	32926		minus	DUF3617 family protein		0	protein-coding		WP_019624713.1	146	G372_RS0107130
NZ_ARQK01000050.1	33046	34005		plus	matrixin family metalloprotease		0	protein-coding		WP_026278903.1	319	G372_RS0107135
NZ_ARQK01000050.1	34052	34240		minus	DUF3185 family protein		0	protein-coding		WP_026278904.1	62	G372_RS0107140
NZ_ARQK01000050.1	34265	34522		minus	GlsB/YeaQ/YmgE family stress response membrane protein		0	protein-coding		WP_012983377.1	85	G372_RS0107145
NZ_ARQK01000050.1	34586	36715		minus	ATP-dependent DNA helicase RecG	recG	0	protein-coding		WP_081621289.1	709	G372_RS0107150
NZ_ARQK01000050.1	36669	37058		minus	RidA family protein		0	protein-coding		WP_018138636.1	129	G372_RS0107155
NZ_ARQK01000050.1	37144	38274		minus	glutamate 5-kinase	proB	0	protein-coding		WP_018175411.1	376	G372_RS0107160
NZ_ARQK01000050.1	38271	39338		minus	GTPase ObgE	obgE	0	protein-coding		WP_019624711.1	355	G372_RS0107165
NZ_ARQK01000050.1	39441	39701		minus	50S ribosomal protein L27	rpmA	0	protein-coding		WP_019624710.1	86	G372_RS0107170
NZ_ARQK01000050.1	39735	40046		minus	50S ribosomal protein L21	rplU	0	protein-coding		WP_012983371.1	103	G372_RS0107175
NZ_ARQK01000050.1	40250	41218		plus	octaprenyl diphosphate synthase	ispB	0	protein-coding		WP_018863532.1	322	G372_RS0107180
NZ_ARQK01000050.1	41334	41410		plus	tRNA-Pro		0	tRNA				G372_RS0107185
NZ_ARQK01000050.1	41497	42147		plus	guanylate kinase	gmk	0	protein-coding		WP_018863533.1	216	G372_RS0107190
NZ_ARQK01000050.1	42182	42457		plus	DNA-directed RNA polymerase subunit omega	rpoZ	0	protein-coding		WP_018861996.1	91	G372_RS0107195
NZ_ARQK01000050.1	42471	44642		plus	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	spoT	0	protein-coding		WP_018863534.1	723	G372_RS0107200
NZ_ARQK01000050.1	44682	45497		minus	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	mutM	0	protein-coding		WP_018863535.1	271	G372_RS0107205
NZ_ARQK01000050.1	45490	46434		minus	hypothetical protein		0	protein-coding		WP_026278905.1	314	G372_RS0107210
NZ_ARQK01000050.1	46438	47655		minus	EAL domain-containing protein		0	protein-coding		WP_018863537.1	405	G372_RS0107215
NZ_ARQK01000050.1	47730	47969		plus	hypothetical protein		0	protein-coding		WP_019624709.1	79	G372_RS0107220
NZ_ARQK01000050.1	48063	48233		minus	50S ribosomal protein L33	rpmG	0	protein-coding		WP_012983362.1	56	G372_RS0107225
NZ_ARQK01000050.1	48244	48480		minus	50S ribosomal protein L28	rpmB	0	protein-coding		WP_012983361.1	78	G372_RS0107230
NZ_ARQK01000050.1	48555	50291		minus	bifunctional diguanylate cyclase/phosphodiesterase		0	protein-coding		WP_019624708.1	578	G372_RS0107235
NZ_ARQK01000050.1	50504	51463		plus	LysR family transcriptional regulator		0	protein-coding		WP_019624707.1	319	G372_RS0107240
NZ_ARQK01000050.1	51460	52203		plus	GMP synthase		0	protein-coding		WP_018863541.1	247	G372_RS0107245
NZ_ARQK01000050.1	52218	52694		plus	hypothetical protein		0	protein-coding		WP_026340441.1	158	G372_RS0107250
NZ_ARQK01000050.1	52691	53809		plus	AI-2E family transporter		0	protein-coding		WP_018863543.1	372	G372_RS0107255
NZ_ARQK01000050.1	53891	55402		plus	ribonuclease G	rng	0	protein-coding		WP_019624705.1	503	G372_RS0107260
NZ_ARQK01000050.1	55540	59442		plus	YhdP family protein		0	protein-coding		WP_019624704.1	1300	G372_RS0107265
NZ_ARQK01000050.1	59456	60286		plus	carbon-nitrogen hydrolase family protein		0	protein-coding		WP_026340440.1	276	G372_RS0107270
NZ_ARQK01000050.1	60395	61837		plus	metalloprotease TldD	tldD	0	protein-coding		WP_018863547.1	480	G372_RS0107275
NZ_ARQK01000050.1	61884	62147		plus	hypothetical protein		0	protein-coding		WP_018861981.1	87	G372_RS0107280
NZ_ARQK01000050.1	62234	63607		plus	metalloprotease PmbA	pmbA	0	protein-coding		WP_018863548.1	457	G372_RS0107285
NZ_ARQK01000050.1	63612	64439		minus	symmetrical bis(5'-nucleosyl)-tetraphosphatase		0	protein-coding		WP_018863549.1	275	G372_RS0107290
NZ_ARQK01000050.1	64444	64836		minus	Co2+/Mg2+ efflux protein ApaG	apaG	0	protein-coding		WP_018863550.1	130	G372_RS0107295
NZ_ARQK01000050.1	64872	65849		minus	ROK family protein		0	protein-coding		WP_019624702.1	325	G372_RS0107300
NZ_ARQK01000050.1	65890	66681		minus	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA	0	protein-coding		WP_026340439.1	263	G372_RS0107305
NZ_ARQK01000050.1	66690	67754		minus	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA	0	protein-coding		WP_019624700.1	354	G372_RS0107310
NZ_ARQK01000050.1	67720	69147		minus	peptidylprolyl isomerase		0	protein-coding		WP_019624699.1	475	G372_RS0107315
NZ_ARQK01000050.1	69131	71386		minus	LPS-assembly protein LptD		0	protein-coding		WP_019624698.1	751	G372_RS0107320
NZ_ARQK01000050.1	71424	72071		minus	adenylate kinase		0	protein-coding		WP_018863556.1	215	G372_RS0107325
NZ_ARQK01000050.1	72312	72848		plus	inorganic diphosphatase	ppa	0	protein-coding		WP_018863557.1	178	G372_RS0107330
NZ_ARQK01000050.1	72953	74833		plus	penicillin-binding protein 2	mrdA	0	protein-coding		WP_018863558.1	626	G372_RS0107335
NZ_ARQK01000050.1	74830	75948		plus	rod shape-determining protein RodA	rodA	0	protein-coding		WP_018863559.1	372	G372_RS0107340
NZ_ARQK01000050.1	75945	76970		plus	lytic murein transglycosylase B	mltB	0	protein-coding		WP_018863560.1	341	G372_RS0107345
NZ_ARQK01000050.1	76927	77931		plus	septal ring lytic transglycosylase RlpA family protein		0	protein-coding		WP_026340438.1	334	G372_RS0107350
NZ_ARQK01000050.1	78077	79285		plus	D-alanyl-D-alanine carboxypeptidase family protein		0	protein-coding		WP_244263194.1	402	G372_RS0107355
NZ_ARQK01000050.1	79298	80182		plus	D-amino acid aminotransferase		0	protein-coding		WP_019624695.1	294	G372_RS0107360
NZ_ARQK01000050.1	80179	80448		plus	DUF493 domain-containing protein		0	protein-coding		WP_018863564.1	89	G372_RS0107365
NZ_ARQK01000050.1	80445	81167		plus	lipoyl(octanoyl) transferase LipB	lipB	0	protein-coding		WP_019624694.1	240	G372_RS0107370
NZ_ARQK01000051.1	1	285		minus	GDP-mannose 4,6-dehydratase		0	protein-coding		WP_038095738.1	95	G372_RS13550
NZ_ARQK01000051.1	675	1805		plus	polysaccharide export protein		0	protein-coding		WP_019623640.1	376	G372_RS0107385
NZ_ARQK01000051.1	1808	2251		plus	low molecular weight protein-tyrosine-phosphatase		0	protein-coding		WP_019623639.1	147	G372_RS0107390
NZ_ARQK01000051.1	2274	4454		plus	polysaccharide biosynthesis tyrosine autokinase		0	protein-coding		WP_019623638.1	726	G372_RS0107395
NZ_ARQK01000051.1	5141	7234		minus	YjbH domain-containing protein		0	protein-coding		WP_019623637.1	697	G372_RS0107400
NZ_ARQK01000051.1	7252	8016		minus	capsule biosynthesis GfcC family protein		0	protein-coding		WP_019623636.1	254	G372_RS0107405
NZ_ARQK01000051.1	8034	8573		minus	YjbF family lipoprotein		0	protein-coding		WP_019623635.1	179	G372_RS0107410
NZ_ARQK01000051.1	8721	9029		minus	hypothetical protein		0	protein-coding		WP_081618894.1	102	G372_RS13950
NZ_ARQK01000051.1	9307	9762		plus	RT0821/Lpp0805 family surface protein		0	protein-coding		WP_018864904.1	151	G372_RS0107415
NZ_ARQK01000051.1	9875	11683		minus	thiosulfohydrolase SoxB	soxB	0	protein-coding		WP_026340319.1	602	G372_RS0107420
NZ_ARQK01000051.1	12090	13532		minus	M48 family metalloprotease		0	protein-coding		WP_019623633.1	480	G372_RS0107430
NZ_ARQK01000051.1	13591	13902		minus	hypothetical protein		0	protein-coding		WP_018864908.1	103	G372_RS0107435
NZ_ARQK01000051.1	14167	14496		plus	rhodanese-like domain-containing protein		0	protein-coding		WP_018864909.1	109	G372_RS0107440
NZ_ARQK01000051.1	14637	14867		plus	sulfurtransferase TusA family protein		0	protein-coding		WP_017941140.1	76	G372_RS0107445
NZ_ARQK01000051.1	15055	15729		plus	4Fe-4S dicluster domain-containing protein		0	protein-coding		WP_017941141.1	224	G372_RS0107450
NZ_ARQK01000051.1	15775	17181		plus	heterodisulfide reductase-related iron-sulfur binding cluster		0	protein-coding		WP_018864910.1	468	G372_RS0107455
NZ_ARQK01000051.1	17205	18233		plus	FAD-dependent oxidoreductase		0	protein-coding		WP_018864911.1	342	G372_RS0107460
NZ_ARQK01000051.1	18172	19044		plus	hypothetical protein		0	protein-coding		WP_020008846.1	290	G372_RS0107465
NZ_ARQK01000051.1	19094	19810		plus	4Fe-4S dicluster domain-containing protein		0	protein-coding		WP_018864913.1	238	G372_RS0107470
NZ_ARQK01000051.1	19803	20714		plus	CoB--CoM heterodisulfide reductase iron-sulfur subunit B family protein		0	protein-coding		WP_018864914.1	303	G372_RS0107475
NZ_ARQK01000051.1	20810	21256		plus	glycine cleavage system protein H		0	protein-coding		WP_018864915.1	148	G372_RS0107480
NZ_ARQK01000051.1	21265	21672		plus	DsrE family protein		0	protein-coding		WP_018864916.1	135	G372_RS0107485
NZ_ARQK01000051.1	21710	22147		plus	glycine cleavage system protein GcvH	gcvH	0	protein-coding		WP_081601199.1	145	G372_RS0107490
NZ_ARQK01000051.1	22224	23405		plus	radical SAM protein		0	protein-coding		WP_019623631.1	393	G372_RS0107495
NZ_ARQK01000051.1	23398	24489		plus	biotin/lipoate A/B protein ligase family protein		0	protein-coding		WP_018864919.1	363	G372_RS0107500
NZ_ARQK01000051.1	24527	25609		plus	NAD(P)/FAD-dependent oxidoreductase		0	protein-coding		WP_018864920.1	360	G372_RS0107505
NZ_ARQK01000051.1	25660	26832		plus	radical SAM protein		0	protein-coding		WP_018862489.1	390	G372_RS0107510
NZ_ARQK01000051.1	27082	28398		plus	outer membrane protein transport protein		0	protein-coding		WP_019623630.1	438	G372_RS0107515
NZ_ARQK01000051.1	28613	29584		plus	hypothetical protein		0	protein-coding		WP_019623629.1	323	G372_RS0107520
NZ_ARQK01000051.1	29727	30146		plus	hypothetical protein		0	protein-coding		WP_018864924.1	139	G372_RS0107525
NZ_ARQK01000051.1	30150	31196		plus	lipoate--protein ligase family protein		0	protein-coding		WP_019623628.1	348	G372_RS0107530
NZ_ARQK01000051.1	31249	31635		plus	hypothetical protein		0	protein-coding		WP_019623627.1	128	G372_RS0107535
NZ_ARQK01000051.1	31729	32046		minus	hypothetical protein		0	protein-coding		WP_019623626.1	105	G372_RS0107540
NZ_ARQK01000051.1	32292	33152		plus	CbbQ/NirQ/NorQ/GpvN family protein		0	protein-coding		WP_012982064.1	286	G372_RS0107545
NZ_ARQK01000051.1	33149	35707		plus	VWA domain-containing protein		0	protein-coding		WP_019623625.1	852	G372_RS0107550
NZ_ARQK01000051.1	35704	36924		plus	acetoin utilization protein AcuC		0	protein-coding		WP_019623624.1	406	G372_RS0107555
NZ_ARQK01000051.1	36937	37503		minus	SRPBCC family protein		0	protein-coding		WP_019623623.1	188	G372_RS0107560
NZ_ARQK01000051.1	37574	39109		minus	GTPase domain-containing protein		0	protein-coding		WP_019623622.1	511	G372_RS0107565
NZ_ARQK01000051.1	39106	40341		minus	GTPase domain-containing protein		0	protein-coding		WP_019623621.1	411	G372_RS0107570
NZ_ARQK01000051.1	40475	41839		plus	replication-associated recombination protein A		0	protein-coding		WP_020008848.1	454	G372_RS0107575
NZ_ARQK01000051.1	41846	42538		plus	TVP38/TMEM64 family protein		0	protein-coding		WP_018864933.1	230	G372_RS0107580
NZ_ARQK01000051.1	42553	43257		plus	TIGR04283 family arsenosugar biosynthesis glycosyltransferase		0	protein-coding		WP_019623619.1	234	G372_RS0107585
NZ_ARQK01000051.1	43250	43888		plus	TIGR04282 family arsenosugar biosynthesis glycosyltransferase		0	protein-coding		WP_019623618.1	212	G372_RS0107590
NZ_ARQK01000051.1	43958	44200		plus	hypothetical protein		0	protein-coding		WP_019623617.1	80	G372_RS0107595
NZ_ARQK01000051.1	44292	44648		plus	DsrE family protein		0	protein-coding		WP_018174707.1	118	G372_RS0107600
NZ_ARQK01000051.1	44776	46110		plus	nitrate regulatory protein		0	protein-coding		WP_019623616.1	444	G372_RS0107605
NZ_ARQK01000051.1	46595	47899		plus	CmpA/NrtA family ABC transporter substrate-binding protein		0	protein-coding		WP_019623615.1	434	G372_RS0107610
NZ_ARQK01000051.1	47947	48879		plus	nitrate ABC transporter permease	ntrB	0	protein-coding		WP_019623614.1	310	G372_RS0107615
NZ_ARQK01000051.1	48906	49706		plus	ABC transporter ATP-binding protein		0	protein-coding		WP_019623613.1	266	G372_RS0107620
NZ_ARQK01000051.1	49706	52186		plus	nitrite reductase large subunit NirB	nirB	0	protein-coding		WP_019623612.1	826	G372_RS0107625
NZ_ARQK01000051.1	52183	52554		plus	nitrite reductase small subunit NirD	nirD	0	protein-coding		WP_019623611.1	123	G372_RS0107630
NZ_ARQK01000051.1	52556	55246		plus	nitrate reductase		0	protein-coding		WP_019623610.1	896	G372_RS0107635
NZ_ARQK01000051.1	55249	56715		plus	siroheme synthase CysG	cysG	0	protein-coding		WP_019623609.1	488	G372_RS0107640
NZ_ARQK01000051.1	56712	57566		plus	uroporphyrinogen-III synthase		0	protein-coding		WP_019623608.1	284	G372_RS0107645
NZ_ARQK01000051.1	57586	59394		minus	long-chain fatty acid--CoA ligase		0	protein-coding		WP_019623607.1	602	G372_RS0107650
NZ_ARQK01000051.1	59487	60602		minus	nickel/cobalt transporter		0	protein-coding		WP_018864939.1	371	G372_RS0107655
NZ_ARQK01000051.1	60692	61348		minus	DUF1007 family protein		0	protein-coding		WP_019623606.1	218	G372_RS0107660
NZ_ARQK01000051.1	61351	62775		minus	cysteine--tRNA ligase	cysS	0	protein-coding		WP_019623605.1	474	G372_RS0107665
NZ_ARQK01000051.1	62772	63227		minus	phosphoribosyl-AMP cyclohydrolase	hisI	0	protein-coding		WP_019623604.1	151	G372_RS0107670
NZ_ARQK01000051.1	63444	64424		plus	M14 family metallopeptidase		0	protein-coding		WP_019623603.1	326	G372_RS0107675
NZ_ARQK01000051.1	64431	65219		plus	sulfite exporter TauE/SafE family protein		0	protein-coding		WP_019623602.1	262	G372_RS0107680
NZ_ARQK01000051.1	65342	66394		minus	GTP-binding protein		0	protein-coding		WP_019623601.1	350	G372_RS0107685
NZ_ARQK01000051.1	66458	67999		minus	hypothetical protein		0	protein-coding		WP_019623600.1	513	G372_RS0107690
NZ_ARQK01000051.1	67993	68748		minus	FKBP-type peptidyl-prolyl cis-trans isomerase		0	protein-coding		WP_018864947.1	251	G372_RS0107695
